id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
397,articulo_34,tramites,"Información sobre reprobé una materia dos veces, ¿puedo pedir artículo 34",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
398,articulo_34,tramites,"Estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
399,articulo_34,tramites,"¿Podrías decirme estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
400,articulo_34,tramites,"Necesito saber estoy en artículo 33, ¿cómo solicito el artículo 34",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
401,articulo_34,tramites,"¿Me puedes explicar estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
402,articulo_34,tramites,"¿Dónde puedo ver estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
403,articulo_34,tramites,"Quiero saber estoy en artículo 33, ¿cómo solicito el artículo 34",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
404,articulo_34,tramites,"¿Cómo funciona estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
405,articulo_34,tramites,"Estoy en artículo 33, ¿cómo solicito el artículo 34?",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
406,articulo_34,tramites,"Información sobre estoy en artículo 33, ¿cómo solicito el artículo 34",texto,Debes llenar el formulario habilitado por secretaría académica y entregar la documentación requerida.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
407,articulo_34,tramites,¿Qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
408,articulo_34,tramites,¿Podrías decirme ¿qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
409,articulo_34,tramites,Necesito saber ¿qué pasa si estoy en artículo 33,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
410,articulo_34,tramites,¿Me puedes explicar ¿qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
411,articulo_34,tramites,¿Dónde puedo ver ¿qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
412,articulo_34,tramites,Quiero saber ¿qué pasa si estoy en artículo 33,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
413,articulo_34,tramites,¿Cómo funciona ¿qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
414,articulo_34,tramites,¿Alguien sabe ¿qué pasa si estoy en artículo 33?,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
415,articulo_34,tramites,Información sobre ¿qué pasa si estoy en artículo 33,texto,Los alumnos en artículo 33 pueden solicitar el artículo 34 para tener una tercera oportunidad.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
416,articulo_34,tramites,¿Cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
417,articulo_34,tramites,¿Podrías decirme ¿cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
418,articulo_34,tramites,Necesito saber ¿cuántas oportunidades da el artículo 34,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
419,articulo_34,tramites,¿Me puedes explicar ¿cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
420,articulo_34,tramites,¿Dónde puedo ver ¿cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
421,articulo_34,tramites,Quiero saber ¿cuántas oportunidades da el artículo 34,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
422,articulo_34,tramites,¿Cómo funciona ¿cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
423,articulo_34,tramites,¿cuántas oportunidades da el artículo 34?,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
424,articulo_34,tramites,Información sobre ¿cuántas oportunidades da el artículo 34,texto,El artículo 34 permite una tercera oportunidad para aprobar la materia reprobada.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
425,articulo_34,tramites,¿Qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
426,articulo_34,tramites,¿Podrías decirme ¿qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
427,articulo_34,tramites,Necesito saber ¿qué necesito para solicitar el artículo 34,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
428,articulo_34,tramites,¿Me puedes explicar ¿qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
429,articulo_34,tramites,¿Dónde puedo ver ¿qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
430,articulo_34,tramites,Quiero saber ¿qué necesito para solicitar el artículo 34,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
431,articulo_34,tramites,¿Cómo funciona ¿qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
432,articulo_34,tramites, ¿qué necesito para solicitar el artículo 34?,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
433,articulo_34,tramites,Información sobre ¿qué necesito para solicitar el artículo 34,texto,"Debes presentar documentación como kardex, ficha técnica y cumplir los requisitos administrativos.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
434,articulo_34,tramites,¿Qué documentos necesito para el artículo 34?,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
435,articulo_34,tramites,¿Podrías decirme ¿qué documentos necesito para el artículo 34?,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
436,articulo_34,tramites,Necesito saber ¿qué documentos necesito para el artículo 34,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
437,articulo_34,tramites,¿Me puedes explicar ¿qué documentos necesito para el artículo 34?,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
438,articulo_34,tramites,¿Dónde puedo ver ¿qué documentos necesito para el artículo 34?,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
439,articulo_34,tramites,Quiero saber ¿qué documentos necesito para el artículo 34,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
440,articulo_34,tramites,¿Cómo funciona ¿qué documentos necesito para el artículo 34?,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
441,articulo_34,tramites,qué documentos necesito para el artículo 34,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
442,articulo_34,tramites,Información sobre ¿qué documentos necesito para el artículo 34,texto,"Debes presentar kardex, ficha técnica y llenar el formulario correspondiente.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
443,articulo_34,tramites,¿Dónde entrego los documentos del artículo 34?,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
444,articulo_34,tramites,¿Podrías decirme ¿dónde entrego los documentos del artículo 34?,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
445,articulo_34,tramites,Necesito saber ¿dónde entrego los documentos del artículo 34,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
446,articulo_34,tramites,¿Me puedes explicar ¿dónde entrego los documentos del artículo 34?,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
447,articulo_34,tramites,¿Dónde puedo ver ¿dónde entrego los documentos del artículo 34?,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
448,articulo_34,tramites,Quiero saber ¿dónde entrego los documentos del artículo 34,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
449,articulo_34,tramites,¿Cómo funciona ¿dónde entrego los documentos del artículo 34?,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
450,articulo_34,tramites,dónde entrego los documentos del articulo 34,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
451,articulo_34,tramites,Información sobre ¿dónde entrego los documentos del artículo 34,texto,La solicitud se realiza mediante el formulario habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
452,articulo_34,tramites,¿Qué pasa si no solicito el artículo 34 a tiempo?,texto,"Si no se solicita dentro del periodo establecido, el estudiante queda temporalmente de baja.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
453,articulo_34,tramites,¿Podrías decirme ¿qué pasa si no solicito el artículo 34 a tiempo?,texto,"Si no se solicita dentro del periodo establecido, el estudiante queda temporalmente de baja.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
